name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Resilient Sphere,resilient sphere,Mythic Magic: Core Spells,Legendary Games,79,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,Add your mythic tier to your caster level for determining the diameter of the sphere and The duration increases to 10 minutes per level. You can move a mythic resilient sphere along the ground at a speed of 30 feet per…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79."
Resistance,resistance,Mythic Magic: Core Spells,Legendary Games,79,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The duration increases to a number of minutes equal to your caster level plus your mythic tier. Augmented: If you expend two uses of mythic power, the duration is increased to a number of hours equal to your caster…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79."
Restoration,restoration,Mythic Magic: Core Spells,Legendary Games,79,B,64,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,duration|restoration,"You can cast this spell without a costly materi- al component. Alternatively, if you use 100 gp worth of diamond dust as the material compo- nent you remove all temporary ability penalties, ability damage, and ability…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79."
"Restoration, Greater","restoration, greater",Mythic Magic: Core Spells,Legendary Games,79,A,83,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy|enchantment|restoration,"You can cast this spell with a less costly material component by spending one use of your mythic power for every 1,000 gp by which you reduce the value of the diamond material component (to a minimum of 1,000 gp). This…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79."
"Restoration, Lesser","restoration, lesser",Mythic Magic: Core Spells,Legendary Games,79,C,57,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,restoration,"You may remove 2d4 points of ability dam- age from one ability score or 1d4 points of ability damage from two ability scores. In addition, you can remove the fatigued or exhausted condition from the target.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79."
Resurrection,resurrection,Mythic Magic: Core Spells,Legendary Games,79,A,80,Important restoration once a trapped soul is freed; mythic version reduces cost and penalties.,healing|resurrection,"You can cast this spell with a less costly mate- rial component by spending one use of your mythic power for every 2,000 gp by which you reduce the value of the diamond material com- ponent (to a minimum of 2,000 gp).…",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79."
Righteous Might,righteous might,Mythic Magic: Core Spells,Legendary Games,80,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your size increases by two categories, to a max- imum of Huge. You gain a +6 size bonus to Strength and Constitution and a take a -4 pen- alty to your Dexterity and a penalty to attack rolls and Armor Class appropriate…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Rope Trick,rope trick,Mythic Magic: Core Spells,Legendary Games,80,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,A mythic rope trick can hold a number of crea- tures equal to 8 plus twice your mythic tier. The duration increases to 2 hours per caster level.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Rusting Grasp,rusting grasp,Mythic Magic: Core Spells,Legendary Games,80,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The area you effect is increased to a 5-foot radius, increased by a number of feet equal to your myth- ic tier. If you attack a suit of armor, add one-half your mythic tier to the number of points of AC Jason Nelson &…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Scare,scare,Mythic Magic: Core Spells,Legendary Games,80,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can affect one additional creature, plus one per 3 mythic tiers, and you increase the maximum Hit Dice of creatures you can af- fect by your mythic tier. Creatures failing their save are panicked instead of…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Scintillating Pattern,scintillating pattern,Mythic Magic: Core Spells,Legendary Games,80,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The total Hit Dice of creatures affected is equal to your caster level plus your mythic tier, and you add one-half your mythic tier to the Hit Die limits to determine how creatures are af- fected by the mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Screen,screen,Mythic Magic: Core Spells,Legendary Games,80,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Increase the area to one 100-foot cube per level. The illusion created by a myth- ic screen cannot be detected or dispelled by non-mythic spells or non-mythic creatures.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Scrying,scrying,Mythic Magic: Core Spells,Legendary Games,81,B,69,Supports Demidius's strategic planning and identification role.,casting-reliability|divination,"You can see and hear the target and its surround- ings within 15 feet plus 5 feet for every three mythic tiers. Your chance to successfully cast detect chaos, detect evil, detect good, detect law, detect magic, and…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81."
"Scrying, Greater","scrying, greater",Mythic Magic: Core Spells,Legendary Games,81,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,As mythic scrying.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81."
Sculpt Sound,sculpt sound,Mythic Magic: Core Spells,Legendary Games,80,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Each target of this spell can be given a differ- ent sound, and as a standard action you may change the sounds that any or all of the targets within range make. You may grant a bonus or inflict a penalty equal to your…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80."
Secret Chest,secret chest,Mythic Magic: Core Spells,Legendary Games,81,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The chest can hold 2 cu. ft.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81."
Secret Page,secret page,Mythic Magic: Core Spells,Legendary Games,81,B+,73,Supports the enchantment package after mind blank and immunity-granting effects are removed.,casting-reliability|enchantment,"You can inscribe one page per mythic tier onto a single mythic secret page, which can- not be detected by non-mythic divinations or dispelled by non-mythic means. Mythic divi- nations detect a mythic secret page only…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81."
Secure Shelter,secure shelter,Mythic Magic: Core Spells,Legendary Games,81,B+,71,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"Add your mythic tier to the hardness, break DC, and Disable Device DC, caster level check DC to dispel, and saving throws of the myth- ic secure shelter, including its door, floor, roof, walls, and windows. In…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81."
See Invisibility,see invisibility,Mythic Magic: Core Spells,Legendary Games,81,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cast this spell on another creature as if it had a range of touch (Will save negates [harmless], SR yes). If you cast it on yourself, you can perceive creatures using mythic invisibility.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81."
Seeming,seeming,Mythic Magic: Core Spells,Legendary Games,82,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"This spell functions as mythic disguise self for a number of creatures equal to your caster level, lasting for 24 hours. You may choose the appear- ance of each creature you affect, and can change the appearance of any…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Sepia Snake Sigil,sepia snake sigil,Mythic Magic: Core Spells,Legendary Games,82,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,Add your mythic tier to the Perception and Dis- able Device DC to find or remove a mythic sepia snake sigil as a magical trap and to the caster level check DC to dispel it. It cannot be removed with a non-mythic erase…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Sequester,sequester,Mythic Magic: Core Spells,Legendary Games,82,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The size of the object you can affect increases to one 5-foot cube per level and the duration increases to 1 week per level. You can cast this spell multiple times to sequester an object or structure too large to be…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Shades,shades,Mythic Magic: Core Spells,Legendary Games,82,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,As mythic shadow conjuration.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Shadow Conjuration,shadow conjuration,Mythic Magic: Core Spells,Legendary Games,82,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your quasi-real spells are 10% more real than normal (to a maximum of 100%), and non-mythic creatures take a penalty equal to one-half your mythic tier to their Will save to disbelieve the illusory part of the effect.…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
"Shadow Conjuration, Greater","shadow conjuration, greater",Mythic Magic: Core Spells,Legendary Games,82,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,As mythic shadow conjuration.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Shadow Evocation,shadow evocation,Mythic Magic: Core Spells,Legendary Games,82,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,As mythic shadow conjuration.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
"Shadow Evocation, Greater","shadow evocation, greater",Mythic Magic: Core Spells,Legendary Games,82,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,As mythic shadow conjuration.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Shadow Walk,shadow walk,Mythic Magic: Core Spells,Legendary Games,82,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"At the end of your journey through the Plane of Shadow, you and the creatures accompanying you can manifest as living shadows while remaining on the Material Plane for a total of one minute for each full hour remaining…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Shambler,shambler,Mythic Magic: Core Spells,Legendary Games,82,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You may add either the invincible or sav- age mythic simple template to the shambling mounds you create with this spell. These tem- plates are described in the Mythic Monster Advancement section of Chapter 6 in…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82."
Shapechange,shapechange,Mythic Magic: Core Spells,Legendary Games,83,B,60,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy|narrow-target,"You can duplicate the effect of monstrous phy- sique III, undead anatomy IV, vermin shape II, or the highest-level version of any analogous series of spells that allow a caster to polymorph into a different creature…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83."
Shield,shield,Mythic Magic: Core Spells,Legendary Games,83,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,A mythic shield provides a +6 shield bonus to Armor Class and reflects magic missile at- tacks directed at you back at their caster.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83."
Shield Of Law,shield of law,Mythic Magic: Core Spells,Legendary Games,83,C,51,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",casting-reliability|weapon-focused,Warded creatures gain a +6 deflection bonus to Armor Class and a +6 resistance bonus on saving throws and spell resistance of 25 plus your myth- ic tier against spells with the chaotic descriptor or that are cast by…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83."
Shillelagh,shillelagh,Mythic Magic: Core Spells,Legendary Games,83,D,42,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,narrow-target,"Your mythic shillelagh gains a +2 enhancement bonus to attack and damage rolls, increasing to +3 at 4th mythic tier and +4 at 8th myth- ic tier. In addition, it becomes entwined with sharp thorns and vines that attach…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83."
"Shout, Greater","shout, greater",Mythic Magic: Core Spells,Legendary Games,84,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|damage|defense|dispel,"The damage dealt increases to 10d10 points of sonic damage (or 1d10 points of sonic damage per caster level, maximum 20d10, against exposed brittle or crystalline objects or crystalline crea- tures). Creatures failing…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Shrink Item,shrink item,Mythic Magic: Core Spells,Legendary Games,84,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"You can shrink a number of non-magical items equal to your mythic tier or a single magi- cal item. If you target a single non-magical item, the duration changes to permanent.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Simulacrum,simulacrum,Mythic Magic: Core Spells,Legendary Games,84,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The mythic simulacrum has DR 10/epic. If you make a simulacrum of yourself, you have a tele- pathic link with the simulacrum as long as it is within 100 miles of you on the same plane.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Slay Living,slay living,Mythic Magic: Core Spells,Legendary Games,84,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The damage dealt increases to 12d10 points of damage +2 points per caster level plus 1d6 points of Constitution damage. On a suc- Jason Nelson & Jonathan Keith - 79 Jason Nelson & Jonathan Keith - 79 cessful save, the…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Sleet Storm,sleet storm,Mythic Magic: Core Spells,Legendary Games,84,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your mythic tier to the DC of Acrobatics checks to move within the area. A mythic sleet storm is treated as an area of extreme cold, as described in the Pathfinder Roleplaying Game Core Rulebook.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Snare,snare,Mythic Magic: Core Spells,Legendary Games,84,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the Perception and Disable Device DCs to find and disarm a mythic snare by your myth- ic tier, as well as to the Escape Artist or Strength check DCs to escape from it. Add your mythic tier to the mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Soften Earth And Stone,soften earth and stone,Mythic Magic: Core Spells,Legendary Games,84,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You reduce the hardness and hit points of any earthen or stone object or structure by an amount equal to your mythic tier. You can also target a non-mythic creature with the earth sub- type or that is a construct…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84."
Song Of Discord,song of discord,Mythic Magic: Core Spells,Legendary Games,85,B+,73,Potential party-force multiplier consistent with Demidius's support and command role.,casting-reliability|leadership|party,"The chance that affected creatures will attack the nearest creature increases by 5% times your myth- ic tier. In addition, creatures attacking their allies gain a morale bonus on attack and damage rolls equal to…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Soul Bind,soul bind,Mythic Magic: Core Spells,Legendary Games,85,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|duration,"You can trap a soul that has been dead up to 1 hour per level. In addition, when you cast this spell on a non-mythic creature, you reduce the cost of the black sapphire component by 1,000 gp times your mythic tier…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Sound Burst,sound burst,Mythic Magic: Core Spells,Legendary Games,85,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The damage dealt increases to 2d6 plus your mythic tier, and creatures in the area are deafened for a number of rounds equal to half your mythic tier (reduced to 1 round with a successful Fortitude save).",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Speak With Animals,speak with animals,Mythic Magic: Core Spells,Legendary Games,85,B+,73,Supports the enchantment package after mind blank and immunity-granting effects are removed.,casting-reliability|enchantment,"You gain a bonus equal to your mythic tier on Bluff, Diplomacy, Handle Animal, Intimi- date, Sense Motive, and wild empathy checks with animals, and when using a language-de- pendent effect on an animal you increase…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Speak With Dead,speak with dead,Mythic Magic: Core Spells,Legendary Games,85,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You gain a bonus equal to your mythic tier on Sense Motive checks to oppose the Bluff check of a dead spirit that attempts to deceive you. In addition, you can cast this spell to ask ques- tions of an undead creature,…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Speak With Plants,speak with plants,Mythic Magic: Core Spells,Legendary Games,85,B+,73,Supports the enchantment package after mind blank and immunity-granting effects are removed.,casting-reliability|enchantment,"You gain a bonus equal to your mythic tier on Bluff, Diplomacy, Intimidate, and Sense Motive checks with plants, and when using a language-de- pendent effect on a plant creature you increase the caster level and save…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Spectral Hand,spectral hand,Mythic Magic: Core Spells,Legendary Games,85,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the natural armor bonus of your mythic spectral hand. The hand also gains a number of temporary hit points equal to twice your mythic tier.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
Spell Immunity,spell immunity,Mythic Magic: Core Spells,Legendary Games,85,B+,77,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy|defense,"You may choose a number of additional spells to which the target is immune equal to one-half your mythic tier. In addition, if the target is about to be affected by a spell of 4th level or lower to which it is not…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85."
"Spell Immunity, Greater","spell immunity, greater",Mythic Magic: Core Spells,Legendary Games,86,B,62,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,defense,"As mythic spell immunity, but you may gain immunity to spells up to 8th level.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Spell Resistance,spell resistance,Mythic Magic: Core Spells,Legendary Games,86,B+,72,Useful defense but can impede allied magic and becomes less reliable at mythic levels.,defense|spell-resistance,You add your mythic tier to the target’s spell resistance against non-mythic spells.,Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Spell Turning,spell turning,Mythic Magic: Core Spells,Legendary Games,86,A,80,"Strong high-level spell defense, though less reliable against areas and indirect effects.",defense|spell-defense,Add your mythic tier to the number of spell levels that can be reflected.,Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Spellstaff,spellstaff,Mythic Magic: Core Spells,Legendary Games,86,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can store a number of spells in your spellstaff up to one-half your mythic tier, as long as the total number of spell levels stored within it does not exceed your caster level plus your mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Spike Growth,spike growth,Mythic Magic: Core Spells,Legendary Games,86,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,The damage increases to 2d4 points of damage plus 1 point of bleed damage. Add your mythic tier to the Perception DC to notice the mythic spike growth.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Stabilize,stabilize,Mythic Magic: Core Spells,Legendary Games,86,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"You can cast this spell as an immediate ac- tion. You immediately end any bleed effect from a non-mythic source affecting the target, as long as the target is below 0 hit points.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Statue,statue,Mythic Magic: Core Spells,Legendary Games,86,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"Add your mythic tier to the hardness of the subject’s statue form, and the subject can take 20 on Stealth checks to hide in plain sight as an ordinary statue, adding your mythic tier on any Stealth checks it makes in…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Status,status,Mythic Magic: Core Spells,Legendary Games,86,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"You are aware of the hit point level of your com- rades as the deathwatch spell as well as their conditions and status effects. In addition, when a comrade linked by this spell fails a saving throw that causes them to…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Stone Tell,stone tell,Mythic Magic: Core Spells,Legendary Games,86,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"You gain the ability to converse with any creature with the earth subtype as though you shared a common language, and you increase the caster level and save DC of any language-dependent effect you use against a…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86."
Stone To Flesh,stone to flesh,Mythic Magic: Core Spells,Legendary Games,87,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can restore a number of petrified creatures equal to your mythic tier to their normal state, and such creatures add your mythic tier as a bonus to their Fortitude save to survive the process. If you target a stone…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87."
"Suggestion, Mass","suggestion, mass",Mythic Magic: Core Spells,Legendary Games,87,B+,71,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment|party,"This spell loses the language-dependent de- scriptor and can affect a number of targets equal to your caster level plus your mythic tier. All targets must be within range, but they need not be within 30 feet of each…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87."
Summon Instrument,summon instrument,Mythic Magic: Core Spells,Legendary Games,87,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your summoned instruments can be played by anyone, and their melodies are so sweet that they provide a bonus to Perform checks equal to one-half your mythic tier. Augmented: If you expend two uses of mythic power, you…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87."
Summon Monster (All),summon monster (all),Mythic Magic: Core Spells,Legendary Games,87,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The monsters you summon are considered mythic creatures and gain one use of mythic power and the surge ability, which they can use to add 1d6 to a single die roll. Your summoned monsters gain no other mythic abilities.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87."
Summon Nature’S Ally (All),summon nature's ally (all),Mythic Magic: Core Spells,Legendary Games,87,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The creatures you summon are considered mythic creatures and gain one use of mythic power and the surge ability, which they can use to add 1d6 to a single die roll. Your summoned monsters gain no other mythic abilities.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87."
Sunburst,sunburst,Mythic Magic: Core Spells,Legendary Games,87,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The damage dealt increases to 6d8 points of damage, 12d8 against creatures to which sunlight is harmful or unnatural, and 1d8 points of dam- age per level (maximum 25d8) against undead, fungi, molds, oozes, and slimes.…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87."
Symbol Of Death,symbol of death,Mythic Magic: Core Spells,Legendary Games,88,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The hit point limit for this spell is increased by 10 hit points times your mythic tier. In addition, the saving throw for this spell becomes Forti- tude partial, and creatures that successfully save against the symbol…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
Symbol Of Fear,symbol of fear,Mythic Magic: Core Spells,Legendary Games,88,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The saving throw for this spell becomes Will partial, and creatures that successfully save against the symbol become shaken for as long as they remain within 60 feet. In addition, non-mythic creatures that fail their…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
Symbol Of Insanity,symbol of insanity,Mythic Magic: Core Spells,Legendary Games,88,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The saving throw for this spell becomes Will partial, and creatures that successfully save against the symbol become fascinated for at least 1 round. They can make a saving throw at the end of each turn to end the…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
Symbol Of Pain,symbol of pain,Mythic Magic: Core Spells,Legendary Games,88,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The saving throw for this spell becomes Fortitude partial, and creatures that successfully save against the symbol take a -2 penalty to attack rolls, skill checks, and ability checks as long as they remain within 60…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
Symbol Of Persuasion,symbol of persuasion,Mythic Magic: Core Spells,Legendary Games,88,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The saving throw for this spell becomes Will partial, and creatures that successfully save against the symbol take a -2 penalty to Wis- dom checks, Wisdom-based skill checks, and Will saves for as long as they remain…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
