name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Terrain Bond,terrain bond,Mythic Spell Compendium,Legendary Games / Kobold Press,246,C,57,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,duration,"The duration is increased to 24 hours. Alternatively, you can cast the non-mythic version of this spell on a touched willing creature.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 246."
Terrible Remorse,terrible remorse,Mythic Spell Compendium,Legendary Games / Kobold Press,246,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Each round after a failed save the target deals 2d8 points of damage + its Strength modifier to itself, plus 1 point of damage to a random ability score as it seeks to maim and injure itself. On a successful save, the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 246."
Terrifying Gaze,terrifying gaze,Mythic Spell Compendium,Legendary Games / Kobold Press,246,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,A creature that you cause to become shaken takes an additional –2 penalty on attack rolls against you. A non-mythic creature that makes its Will save is only immune to the gaze attack granted by the spell for 1 hour.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 246."
Terror,terror,Mythic Spell Compendium,Legendary Games / Kobold Press,246,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can spend one use of mythic power to extend the spell’s duration by a number of rounds equal to your tier. Additionally, a creature that makes its saving throw is shaken for 1d4 rounds.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 246."
Theft Ward,theft ward,Mythic Spell Compendium,Legendary Games / Kobold Press,247,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Third Eye,third eye,Mythic Spell Compendium,Legendary Games / Kobold Press,247,D,34,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",wrong-chassis,You instead add either +20 ft. to your vision’s range or a +4 to your competence bonus on Perception checks.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thorn Body,thorn body,Mythic Spell Compendium,Legendary Games / Kobold Press,247,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You add one-half your mythic tier on the piercing damage dealt by this spell. In addition, any creature taking damage from your thorns also takes 1 point of bleed damage, whether from attacking or grappling your or…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thousand Darts,thousand darts,Mythic Spell Compendium,Legendary Games / Kobold Press,247,B,64,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,duration|restoration,"The darts deal 1d6 + 1 hp damage per level (maximum 20d6 + 20). If a creature fails its Reflex save, its speed is reduced by half as if it stepped on caltrops.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Threefold Aspect,threefold aspect,Mythic Spell Compendium,Legendary Games / Kobold Press,247,B,58,Supports Demidius's strategic planning and identification role.,divination,"You can increase any one of the enhancement bonuses to your ability scores granted by this spell by 2, or you may reduce one of the ability score penalties caused by this spell by 2. In addition, casting this spell…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thunder Arrow,thunder arrow,Mythic Spell Compendium,Legendary Games / Kobold Press,247,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Creatures with fewer than 8 HD within 10 ft. of the arrow’s impact must make a Fortitude save to avoid being knocked unconscious for 1 round.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thunder Fire,thunder fire,Mythic Spell Compendium,Legendary Games / Kobold Press,247,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Creatures deafened by this spell are also staggered for 1 round. In addition, the misfire chance of the creature wielding or carrying the firearm is increased for an additional number of rounds equal to one-half your…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thunderbolt,thunderbolt,Mythic Spell Compendium,Legendary Games / Kobold Press,247,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"The damage increases to 1d8 hp sonic damage per caster level (maximum 10d8 hp). Regardless of whether your range touch attack hits, all creatures within 30 ft.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thunderclap,thunderclap,Mythic Spell Compendium,Legendary Games / Kobold Press,247,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The thunderclap forces all creatures within hearing distance to succeed at a Fortitude save to avoid taking a –1 penalty on attack rolls and hearing-based Perception checks due to the ringing in their ears.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Thundering Drums,thundering drums,Mythic Spell Compendium,Legendary Games / Kobold Press,247,B,59,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,defense,Creatures failing their save are deafened for a number of rounds equal to your mythic tier as well as being knocked prone and pushed 5 feet in a random direction into an unoccupied square on a failed save. A successful…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 247."
Tick Stop,tick stop,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"A non-mythic construct is immune to further mythic tick stop spells from the same caster for 1 hour. If you spend one use of mythic power when you cast this spell, you increase the spell’s duration by your tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Tidal Wave,tidal wave,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Creatures caught in the wave take 1d8 hp bludgeoning damage/caster level (maximum 20d8). The Swim check DC is increased by your tier.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Time Capsule,time capsule,Mythic Spell Compendium,Legendary Games / Kobold Press,248,B,60,"Relevant to strategic travel, Tartarus operations, extraction, or escape denial.",planar,The enchanted object or each portal to the enclosure gains additional hardness equal to your tier. Augmented (5th): You can expend three uses of mythic ability to increase the duration to 1 year/ level.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Time Jump,time jump,Mythic Spell Compendium,Legendary Games / Kobold Press,248,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"If you spend one use of mythic power when you cast this spell, you can bypass the construct’s spell resistance.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Time Loop,time loop,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The creature begins its turn in the same location it began its previous turn. If that space is occupied, the spell ends and the target moves to a random adjacent square and is staggered for 1 round.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Time Step,time step,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"If you spend one use of mythic power when casting this spell, your base movement distance is tripled, allowing you to take the equivalent of a 15-ft. step.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Time Vortex,time vortex,Mythic Spell Compendium,Legendary Games / Kobold Press,248,B,64,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,luck,"You add your tier to the die roll to determine the vortex’s effect. Augmented (3rd): If you expend two uses of mythic power, you roll twice on the time vortex effects table (including mythic tier for each roll) and…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Timeless Engine,timeless engine,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The affected device or construct adds your mythic level to its hardness. If you spend one use of mythic power when you cast this spell, you can affect another clockwork device or construct.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Timely Distraction,timely distraction,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You add your tier to the CMB for the dirty trick attempt. If you expend one use of mythic power when casting this spell, you choose the dirty trick’s effect.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Timely Inspiration,timely inspiration,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You increase the bonus granted by this spell by 1, plus an additional +1 bonus per 5 mythic tiers.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Tiny Hut,tiny hut,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the highest temperature and decrease the lowest temperature your mythic tiny hut can withstand by 5 degrees per mythic tier. For example, a mythic tiny hut created by a 6th-tier caster could withstand…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Tireless,tireless,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,This spell grants the target creature a bonus equal to your tier on saves against magical spells or effects that cause fatigue or exhaustion.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Tireless Pursuers,tireless pursuers,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"This spell functions as mythic tireless pursuit, but you can affect one additional target, plus an additional number of creatures equal to one-third your mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Tireless Pursuit,tireless pursuit,Mythic Spell Compendium,Legendary Games / Kobold Press,248,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can perform a forced march or hustle for a number of hours equal to your mythic tierwithout taking damage or becoming fatigued from doing so. If you have an animal companion, it automatically shares the effects of…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248."
Toilsome Chant,toilsome chant,Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,62,Potential party-force multiplier consistent with Demidius's support and command role.,leadership|party,"You share the benefit of your inspire competence performance with a number of additional allies equal to your mythic tier if they are using the same skill, or equal to one-half your mythic tier if they are using…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Tolling Doom,tolling doom,Mythic Spell Compendium,Legendary Games / Kobold Press,249,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"If a target fails its Will save any time during this spell’s duration, it becomes shaken for the remainder of the duration. If you spend one use of mythic power when you cast this spell, the cumulative penalty per…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Tomb Legion,tomb legion,Mythic Spell Compendium,Legendary Games / Kobold Press,249,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"This spell calls into being 1d4+2 mythic mummies, as described in Chapter 6 of Pathfinder Roleplaying Game Mythic Adventures.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Tongues,tongues,Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The target gains the ability to communicate simultaneously in a number of languages equal to your mythic tier. Its voice cuts clearly through ambient noise, granting a bonus equal to twice your mythic tier to…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
"Tongues, Communal","tongues, communal",Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,See notes on communal spells. The mythic version of tongues is described above.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Toolkit,toolkit,Mythic Spell Compendium,Legendary Games / Kobold Press,249,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The spell grants an additional +1 circumstance bonus on any Craft skill check.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Torc Of The Pharaoh (All),torc of the pharaoh (all),Mythic Spell Compendium,Legendary Games / Kobold Press,249,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The spell’s subject gains an additional +2 armor bonus, and the chance to negate a critical hit or precision damage increases by your mythic level. Augmented (4th): If you expend two uses of mythic power, you gain DR…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Torch-Wielding Mob,torch-wielding mob,Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,59,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,defense,"This spell functions as mythic angry mob, and creatures that catch on fire from this spell gain no benefit from non-mythic fire resistance (though fire immunity applies normally). The mythic torch-wielding mob sheds…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Touch Of Bloodletting,touch of bloodletting,Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,68,Useful party recovery; lower priority because the group already has exceptional Life Oracle healing.,casting-reliability|restoration,"The target takes 2 points of bleed damage per round. In addition, add your mythic tier to the DC of Heal checks made to stop the bleeding.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Touch Of Callimachus,touch of callimachus,Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"You add 2 to the total penalty taken by the affected creature on its saving throws against your spells. If you spend one use of mythic power when casting this spell, the spell bypasses the target’s spell resistance,…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Touch Of Combustion,touch of combustion,Mythic Spell Compendium,Legendary Games / Kobold Press,249,B,59,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,damage|luck,"You add your mythic tier to the fire damage dealt by this spell. In addition, if the target catches fire it must roll twice and select the worse result whenever it attempts a Reflex save to extinguish the flames.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Touch Of Fatigue,touch of fatigue,Mythic Spell Compendium,Legendary Games / Kobold Press,249,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You deal 1 point of Strength damage to the target if it fails its saving throw.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Touch Of Gracelessness,touch of gracelessness,Mythic Spell Compendium,Legendary Games / Kobold Press,249,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The Dexterity penalty increases to 1d8 + 1 per 2 caster levels (maximum +10). If the target fails its save, it is slowed (as the spell) for 1 round.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249."
Touch Of Idiocy,touch of idiocy,Mythic Spell Compendium,Legendary Games / Kobold Press,250,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the penalty to Intelligence, Wisdom, and Charisma scores to 1d10. When the spell ends, whether due to being dispelled or its duration expiring, the target takes 1 point of Intelligence, Wisdom, and Charisma…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Touch Of Slime,touch of slime,Mythic Spell Compendium,Legendary Games / Kobold Press,250,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"If the target of your melee touch attack succeeds on its Fortitude save, the touch of slime remains on your hand and you can continue making a number of additional attacks with it equal to your mythic tier or until a…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Touch Of The Sea,touch of the sea,Mythic Spell Compendium,Legendary Games / Kobold Press,250,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"You add a competence bonus equal to one-half your mythic tier to the target’s Swim checks. In addition, the target can choose to expend one minute of the spell’s duration as a swift action in order to gain the ability…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Touch Of Truthtelling,touch of truthtelling,Mythic Spell Compendium,Legendary Games / Kobold Press,250,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The target takes a penalty on Bluff checks equal to your mythic tier, and if the target attempts to create an illusion effect it must succeed on a caster level check with a DC of 11 + your caster level + your mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Toxic Gift,toxic gift,Mythic Spell Compendium,Legendary Games / Kobold Press,250,B,59,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,defense,"If the target fails its save against your toxic gift, the poison in your body is neutralized. Augmented: If you are affected by more than one poison, you can transfer additional poisons to the target as part of your…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Tracking Mark,tracking mark,Mythic Spell Compendium,Legendary Games / Kobold Press,250,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You subtract your mythic tier from the DC of Survival checks made to track the target, and you add your mythic tier to the bonus you gain on Perception checks made to oppose the target’s Disguise or Stealth check.…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Transfer Tattoo,transfer tattoo,Mythic Spell Compendium,Legendary Games / Kobold Press,250,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can transfer a number of magic tattoos equal to one-half your mythic tier (minimum 1), and when you transfer tattoos you can retain them for a number of days equal to your mythic tier before placing them on another…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Transform Shield,transform shield,Mythic Spell Compendium,Legendary Games / Kobold Press,250,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"If the shield is transformed into a tool or weapon, it gains the masterwork quality. If the shield has an enhancement bonus, and you transform it into a weapon, the weapon has the same enhancement bonus for its attack…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Transmogrify,transmogrify,Mythic Spell Compendium,Legendary Games / Kobold Press,250,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You reduce the casting time of this spell to 1 minute. You can reduce the casting time to a full-round action by doubling the amount of quicksilver used as the material component.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Transmute Blood To Acid,transmute blood to acid,Mythic Spell Compendium,Legendary Games / Kobold Press,250,B,65,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,casting-reliability|damage|defense,"The damage dealt is increased to 1d8 points of acid damage per 2 levels (maximum 12d8) each round, and the sickened condition persists for a number of rounds equal to one-half your mythic tier even after you stop…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250."
Transmute Metal To Wood,transmute metal to wood,Mythic Spell Compendium,Legendary Games / Kobold Press,251,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,Add your mythic tier to caster level checks to overcome the effective spell resistance of non-mythic magical items made of metal. Constructs made of metal within the area of effect are treated as magical items for the…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251."
Transmute Mud To Rock,transmute mud to rock,Mythic Spell Compendium,Legendary Games / Kobold Press,251,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cause the mud to surge into any adjacent square, causing any creature in those squares to become entangled (Reflex negates) in the mud which then hardens into stone. Creatures trapped in the stone that try to…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251."
Transmute Potion To Poison,transmute potion to poison,Mythic Spell Compendium,Legendary Games / Kobold Press,251,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"You add one-half your mythic tier to the save DC of poisons you create with this spell, and you are always immune to their effects. In addition, you may keep the poison you create with this spell in your mouth for up…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251."
Transmute Rock To Mud,transmute rock to mud,Mythic Spell Compendium,Legendary Games / Kobold Press,251,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can affect worked stone with this spell, though the volume you can affect is reduced to two one-foot cubes per mythic tier times your caster level. If you use this spell to create a cave-in in a natural tunnel or…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251."
Transplant Visage,transplant visage,Mythic Spell Compendium,Legendary Games / Kobold Press,252,B,67,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control|duration,"You can steal the face from a creature that has been dead for up to 1 hour per level, and you add your mythic tier to the bonus you gain on Disguise checks to impersonate that person. If you use this spell to remove a…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 252."
Transport Via Plants,transport via plants,Mythic Spell Compendium,Legendary Games / Kobold Press,252,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can transport yourself and other creatures through plants one size category smaller than you, plus an additional size category smaller for every 3 mythic tiers. A Medium-sized druid could travel through a Small…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 252."
Transposition,transposition,Mythic Spell Compendium,Legendary Games / Kobold Press,253,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The spell’s range increases to long (400 ft. + 40 ft./ level).,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Trap The Soul,trap the soul,Mythic Spell Compendium,Legendary Games / Kobold Press,253,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"If you use the spell completion version of this spell, the gem does not shatter if the target’s save or spell resistance is successful in avoiding the effect. In addition, when you cast this spell on a non-mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Trapshadow,trapshadow,Mythic Spell Compendium,Legendary Games / Kobold Press,253,B,66,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel,You add your tier to the DC to detect the trap. Mythic dispel magic is required to dispel this spell.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Treasure Disk,treasure disk,Mythic Spell Compendium,Legendary Games / Kobold Press,253,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your tier to you caster level to determine the amount of liquid or weight the disk can carry. If you spend one use of mythic power when you cast the spell, its duration increases to 1 day/level.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Treasure Jump,treasure jump,Mythic Spell Compendium,Legendary Games / Kobold Press,253,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The target object can weigh up to 2 lbs./level. If you specify a predetermined location when you cast the spell, you do are not required to have line of sight to initiate the object’s teleportation.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Treasure Scent,treasure scent,Mythic Spell Compendium,Legendary Games / Kobold Press,253,D,34,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",wrong-chassis,The extract’s range increases to long (400 ft. + 40 ft./ level).,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Treasure Stitching,treasure stitching,Mythic Spell Compendium,Legendary Games / Kobold Press,253,A,80,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy|enchantment,"The cloth on which you cast mythic treasure stitching gains hardness equal to your mythic tier and hit points equal to your caster level plus your mythic tier, and if affected by an effect that allows saving throws it…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Tree Shape,tree shape,Mythic Spell Compendium,Legendary Games / Kobold Press,253,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your mythic tier to the natural armor bonus to AC you gain while in tree shape. In addition, you can resume your normal form as a free action and then switch back into mythic tree shape a number of times equal to…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Tree Stride,tree stride,Mythic Spell Compendium,Legendary Games / Kobold Press,253,B,68,"Improves tempo or reactive casting, a premium function for Demidius's controller role.",action-economy,"Add your mythic tier to the number of times you can move into a tree (and pass from one tree to another). You can move into and out of a tree as part of a single move action, whether you move out of it physically or by…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
