spell,normalized_name,core_pdf_page,compendium_pdf_page,difference_status,token_set_similarity,audit_note,core_citation,compendium_citation,verification_status
Remove Blindness/Deafness,remove blindness/deafness,78,192,Minor revision,98.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 192.",Verified - programmatic full-text comparison
Remove Curse,remove curse,78,192,Minor revision,98.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 192.",Verified - programmatic full-text comparison
Remove Disease,remove disease,78,192,Minor revision,98.3,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 192.",Verified - programmatic full-text comparison
Remove Fear,remove fear,78,193,Minor revision,98.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 193.",Verified - programmatic full-text comparison
Remove Paralysis,remove paralysis,78,193,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 193.",Verified - programmatic full-text comparison
Repel Metal Or Stone,repel metal or stone,78,193,Minor revision,97.1,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 193.",Verified - programmatic full-text comparison
Repel Vermin,repel vermin,78,193,Substantive revision,96.4,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 193.",Verified - programmatic full-text comparison
Repulsion,repulsion,78,194,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 78.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 194.",Verified - programmatic full-text comparison
Resilient Sphere,resilient sphere,79,194,Minor revision,99.1,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 194.",Verified - programmatic full-text comparison
Resistance,resistance,79,195,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 195.",Verified - programmatic full-text comparison
Restoration,restoration,79,195,Minor revision,99.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 195.",Verified - programmatic full-text comparison
"Restoration, Greater","restoration, greater",79,196,Minor revision,98.5,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 196.",Verified - programmatic full-text comparison
"Restoration, Lesser","restoration, lesser",79,196,Minor revision,98.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 196.",Verified - programmatic full-text comparison
Resurrection,resurrection,79,197,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 79.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 197.",Verified - programmatic full-text comparison
Righteous Might,righteous might,80,198,Substantive revision,96.7,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 198.",Verified - programmatic full-text comparison
Rope Trick,rope trick,80,199,Minor revision,97.7,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 199.",Verified - programmatic full-text comparison
Rusting Grasp,rusting grasp,80,199,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 199.",Verified - programmatic full-text comparison
Scare,scare,80,206,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 206.",Verified - programmatic full-text comparison
Scintillating Pattern,scintillating pattern,80,206,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 206.",Verified - programmatic full-text comparison
Screen,screen,80,207,Minor revision,98.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 207.",Verified - programmatic full-text comparison
Scrying,scrying,81,207,Minor revision,97.7,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 207.",Verified - programmatic full-text comparison
"Scrying, Greater","scrying, greater",81,207,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 207.",Verified - programmatic full-text comparison
Sculpt Sound,sculpt sound,80,207,Minor revision,98.5,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 80.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 207.",Verified - programmatic full-text comparison
Secret Chest,secret chest,81,209,Minor revision,98.9,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 209.",Verified - programmatic full-text comparison
Secret Page,secret page,81,209,Minor revision,99.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 209.",Verified - programmatic full-text comparison
Secure Shelter,secure shelter,81,209,Substantive revision,96.6,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 209.",Verified - programmatic full-text comparison
See Invisibility,see invisibility,81,210,Minor revision,97.8,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 81.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 210.",Verified - programmatic full-text comparison
Seeming,seeming,82,210,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 210.",Verified - programmatic full-text comparison
Sepia Snake Sigil,sepia snake sigil,82,210,Minor revision,98.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 210.",Verified - programmatic full-text comparison
Sequester,sequester,82,210,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 210.",Verified - programmatic full-text comparison
Shades,shades,82,211,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 211.",Verified - programmatic full-text comparison
Shadow Conjuration,shadow conjuration,82,211,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 211.",Verified - programmatic full-text comparison
"Shadow Conjuration, Greater","shadow conjuration, greater",82,211,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 211.",Verified - programmatic full-text comparison
Shadow Evocation,shadow evocation,82,211,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 211.",Verified - programmatic full-text comparison
"Shadow Evocation, Greater","shadow evocation, greater",82,211,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 211.",Verified - programmatic full-text comparison
Shadow Walk,shadow walk,82,212,Minor revision,98.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 212.",Verified - programmatic full-text comparison
Shambler,shambler,82,213,Substantive revision,96.4,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 82.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 213.",Verified - programmatic full-text comparison
Shapechange,shapechange,83,213,Minor revision,98.5,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 213.",Verified - programmatic full-text comparison
Shield,shield,83,215,Minor revision,99.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 215.",Verified - programmatic full-text comparison
Shield Of Law,shield of law,83,215,Minor revision,99.1,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 215.",Verified - programmatic full-text comparison
Shillelagh,shillelagh,83,216,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 83.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 216.",Verified - programmatic full-text comparison
"Shout, Greater","shout, greater",84,216,Editorial / formatting-only,99.8,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 216.",Verified - programmatic full-text comparison
Shrink Item,shrink item,84,217,Minor revision,97.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 217.",Verified - programmatic full-text comparison
Simulacrum,simulacrum,84,218,Substantive revision,95.1,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 218.",Verified - programmatic full-text comparison
Slay Living,slay living,84,219,Substantive revision,96.1,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 219.",Verified - programmatic full-text comparison
Sleet Storm,sleet storm,84,219,Substantive revision,95.1,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 219.",Verified - programmatic full-text comparison
Snare,snare,84,221,Minor revision,99.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 221.",Verified - programmatic full-text comparison
Soften Earth And Stone,soften earth and stone,84,222,Minor revision,99.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 84.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 222.",Verified - programmatic full-text comparison
Song Of Discord,song of discord,85,222,Minor revision,98.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 222.",Verified - programmatic full-text comparison
Soul Bind,soul bind,85,222,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 222.",Verified - programmatic full-text comparison
Sound Burst,sound burst,85,223,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 223.",Verified - programmatic full-text comparison
Speak With Animals,speak with animals,85,224,Minor revision,98.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 224.",Verified - programmatic full-text comparison
Speak With Dead,speak with dead,85,224,Minor revision,99.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 224.",Verified - programmatic full-text comparison
Speak With Plants,speak with plants,85,224,Editorial / formatting-only,99.7,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 224.",Verified - programmatic full-text comparison
Spectral Hand,spectral hand,85,224,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 224.",Verified - programmatic full-text comparison
Spell Immunity,spell immunity,85,225,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 85.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 225.",Verified - programmatic full-text comparison
"Spell Immunity, Greater","spell immunity, greater",86,225,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 225.",Verified - programmatic full-text comparison
Spell Resistance,spell resistance,86,225,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 225.",Verified - programmatic full-text comparison
Spell Turning,spell turning,86,226,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 226.",Verified - programmatic full-text comparison
Spellstaff,spellstaff,86,226,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 226.",Verified - programmatic full-text comparison
Spike Growth,spike growth,86,226,Minor revision,98.9,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 226.",Verified - programmatic full-text comparison
Stabilize,stabilize,86,228,Minor revision,99.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 228.",Verified - programmatic full-text comparison
Statue,statue,86,229,Minor revision,98.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 229.",Verified - programmatic full-text comparison
Status,status,86,230,Minor revision,98.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 230.",Verified - programmatic full-text comparison
Stone Tell,stone tell,86,231,Minor revision,97.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 86.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 231.",Verified - programmatic full-text comparison
Stone To Flesh,stone to flesh,87,232,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 232.",Verified - programmatic full-text comparison
"Suggestion, Mass","suggestion, mass",87,234,Editorial / formatting-only,99.7,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 234.",Verified - programmatic full-text comparison
Summon Instrument,summon instrument,87,236,Editorial / formatting-only,99.8,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 236.",Verified - programmatic full-text comparison
Summon Monster (All),summon monster (all),87,236,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 236.",Verified - programmatic full-text comparison
Summon Nature’S Ally (All),summon nature's ally (all),87,237,Minor revision,99.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 237.",Verified - programmatic full-text comparison
Sunburst,sunburst,87,238,Minor revision,98.9,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 87.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 238.",Verified - programmatic full-text comparison
Symbol Of Death,symbol of death,88,238,Minor revision,98.3,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 238.",Verified - programmatic full-text comparison
Symbol Of Fear,symbol of fear,88,239,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 239.",Verified - programmatic full-text comparison
Symbol Of Insanity,symbol of insanity,88,239,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 239.",Verified - programmatic full-text comparison
Symbol Of Pain,symbol of pain,88,240,Minor revision,99.2,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 240.",Verified - programmatic full-text comparison
Symbol Of Persuasion,symbol of persuasion,88,240,Minor revision,98.7,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 240.",Verified - programmatic full-text comparison
Symbol Of Sleep,symbol of sleep,88,241,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 241.",Verified - programmatic full-text comparison
Symbol Of Stunning,symbol of stunning,88,241,Minor revision,98.0,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 241.",Verified - programmatic full-text comparison
Symbol Of Weakness,symbol of weakness,89,241,Minor revision,98.5,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 241.",Verified - programmatic full-text comparison
Sympathetic Vibration,sympathetic vibration,89,242,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 242.",Verified - programmatic full-text comparison
Sympathy,sympathy,89,242,Substantive revision,93.1,Meaningful wording or rules changes detected; use the Compendium version as the later source.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 242.",Verified - programmatic full-text comparison
Telekinetic Sphere,telekinetic sphere,89,245,Editorial / formatting-only,99.5,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 245.",Verified - programmatic full-text comparison
Telepathic Bond,telepathic bond,89,245,Minor revision,97.7,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 245.",Verified - programmatic full-text comparison
Teleport,teleport,89,245,Minor revision,98.1,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 245.",Verified - programmatic full-text comparison
Teleport Object,teleport object,90,245,Minor revision,98.5,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 245.",Verified - programmatic full-text comparison
"Teleport, Greater","teleport, greater",89,245,Minor revision,99.4,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 245.",Verified - programmatic full-text comparison
Teleportation Circle,teleportation circle,90,246,Editorial / formatting-only,100.0,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 246.",Verified - programmatic full-text comparison
Temporal Stasis,temporal stasis,90,246,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 246.",Verified - programmatic full-text comparison
Tiny Hut,tiny hut,90,248,Minor revision,98.9,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 248.",Verified - programmatic full-text comparison
Tongues,tongues,90,249,Editorial / formatting-only,99.5,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249.",Verified - programmatic full-text comparison
Touch Of Fatigue,touch of fatigue,90,249,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 249.",Verified - programmatic full-text comparison
Touch Of Idiocy,touch of idiocy,91,250,Minor revision,98.3,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 250.",Verified - programmatic full-text comparison
Transmute Metal To Wood,transmute metal to wood,91,251,Minor revision,98.6,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251.",Verified - programmatic full-text comparison
Transmute Mud To Rock,transmute mud to rock,91,251,Minor revision,99.1,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251.",Verified - programmatic full-text comparison
Transmute Rock To Mud,transmute rock to mud,91,251,Editorial / formatting-only,99.8,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 251.",Verified - programmatic full-text comparison
Transport Via Plants,transport via plants,91,252,Text-identical,100.0,Normalized rules text is identical.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 252.",Verified - programmatic full-text comparison
Trap The Soul,trap the soul,91,253,Editorial / formatting-only,99.7,"Rules content appears materially identical; differences are predominantly layout, hyphenation, or minor editing.","Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253.",Verified - programmatic full-text comparison
Tree Shape,tree shape,91,253,Minor revision,98.5,Very high content overlap with small wording or clarification changes.,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91.","Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253.",Verified - programmatic full-text comparison
